,Spleen_NK_1,Spleen_NK_2,Spleen_NK_3,Spleen_NK_4,Spleen_NK_5,Spleen_ILC1_1,Spleen_ILC1_2,Spleen_ILC1_3
1700120B22Rik,0,1,0,0,3,0,0,1
1700120C14Rik,86,100,26,46,45,79,47,46
1700120C18Rik,0,0,0,1,0,0,0,0
1700120E14Rik,0,0,0,0,0,0,0,0
1700120G07Rik,0,1,0,0,0,0,0,0
1700120G11Rik,0,0,0,0,0,0,0,0
1700120K04Rik,0,0,0,0,0,0,0,0
1700120O09Rik,0,0,0,0,0,0,0,0
1700121C08Rik,0,0,0,0,0,0,0,0
1700121L03Rik,0,0,0,0,0,0,0,0
1700121L16Rik,0,0,0,0,0,0,0,0
1700121N20Rik,0,0,0,0,0,0,0,0
1700122D07Rik,0,0,0,0,0,0,0,0
1700122E12Rik,6,6,2,5,2,4,2,0
1700122O11Rik,0,0,0,0,0,0,0,0
1700123K08Rik,0,0,0,0,0,0,0,0
1700123L14Rik,0,2,0,0,0,0,0,0
1700123M08Rik,12,15,4,11,4,10,7,9
1700123O12Rik,0,0,0,0,1,0,0,0
1700123O20Rik,3972,3069,1403,1417,1481,1715,1342,1468
1700123O21Rik,0,0,0,0,0,0,0,0
1700124L16Rik,22,13,11,10,5,6,3,3
1700125G02Rik,0,0,0,0,0,0,0,0
1700125G22Rik,0,0,0,0,0,0,0,0
1700125H03Rik,0,0,0,0,0,0,0,0
1700125H20Rik,0,0,0,0,0,0,0,0
1700126A01Rik,0,0,0,0,0,0,0,0
1700126G02Rik,2,2,0,0,0,1,1,0
1700126H18Rik,0,0,0,0,0,0,0,0
1700128A07Rik,0,0,0,0,0,0,0,0
1700128E19Rik,0,0,0,0,0,0,0,0
1700128F08Rik,0,0,0,0,0,0,0,0
1700129C05Rik,0,1,0,0,0,0,0,0
1700129L04Rik,0,0,0,0,0,0,0,0
1810006J02Rik,750,574,243,286,262,462,348,362
1810007C17Rik,0,0,0,0,0,0,0,0
1810007D17Rik,0,0,0,0,0,0,0,0
1810008B01Rik,0,1,0,4,2,2,0,0
1810008I18Rik,0,1,0,0,0,1,2,0
1810009A15Rik,126,113,43,43,51,77,45,46
1810009J06Rik,0,0,0,0,0,0,0,0
1810010D01Rik,4,9,5,5,2,0,6,3
1810010H24Rik,32,33,8,7,21,12,20,17
1810010K12Rik,0,0,0,1,1,0,0,0
1810011H11Rik,10,15,0,0,0,239,157,181
1810011O10Rik,3,0,0,0,0,0,2,0
1810012K08Rik,1,7,1,1,3,0,0,3
1810012K16Rik,3,13,1,6,3,5,1,2
1810013D15Rik,0,1,0,4,1,0,0,0
1810013L24Rik,2028,2874,1972,2329,2197,365,1410,1746
1810014B01Rik,296,279,169,197,143,252,150,186
1810017P11Rik,0,0,0,0,0,0,0,0
1810018F18Rik,0,2,0,0,0,0,0,0
1810019D21Rik,0,0,0,0,3,0,0,1
1810019N24Rik,13,1,1,3,4,4,6,9
1810020O05Rik,0,1,0,1,0,0,0,0
1810021B22Rik,12,11,9,3,9,16,15,18
1810022K09Rik,2505,2666,1068,1056,1223,1292,956,1040
1810024B03Rik,62,86,28,35,31,54,27,39
1810026B05Rik,5192,4572,2575,2739,2624,758,530,610
1810030O07Rik,5985,6038,3265,3136,3417,3765,2774,3342
1810032O08Rik,319,273,157,146,120,263,165,206
1810034E14Rik,1001,1077,486,579,661,132,122,108
1810037I17Rik,3006,2555,1177,1034,1085,1090,786,882
1810041H14Rik,246,268,96,101,105,133,136,158
1810041L15Rik,4,10,0,0,4,0,0,0
1810043G02Rik,595,468,269,236,214,682,491,540
1810044D09Rik,12,42,7,4,9,26,15,22
1810046K07Rik,1,2,0,0,0,17,0,3
1810049J17Rik,7,11,1,0,2,0,3,6
1810053B23Rik,0,2,0,0,1,9,3,11
1810055G02Rik,11,10,0,4,1,164,211,186
1810058I24Rik,3069,3228,1289,1223,1194,1727,1285,1456
1810059C17Rik,1,2,0,1,0,0,0,1
1810059H22Rik,0,0,0,0,1,9,21,20
1810062G17Rik,14,3,0,0,2,8,3,7
1810062O18Rik,57,67,20,34,26,5,13,22
1810063I02Rik,0,0,0,0,0,0,0,0
1810064F22Rik,0,0,0,0,0,0,0,0
1810065E05Rik,0,0,0,0,0,0,0,0
2010001A14Rik,100,56,42,23,25,37,24,33
2010001K21Rik,5,3,2,0,1,0,1,0
2010003K11Rik,0,0,0,0,0,0,0,0
2010005H15Rik,1,1,0,0,0,0,1,1
2010007H06Rik,4,7,0,1,4,36,9,18
2010008C14Rik,148,101,104,141,140,109,131,175
2010009K17Rik,1,3,3,3,4,0,1,0
2010010A06Rik,0,1,0,0,0,1,0,0
2010013B24Rik,0,0,0,0,0,4,0,2
2010015M23Rik,48,59,33,47,24,22,18,26
2010016I18Rik,1273,1462,682,745,905,486,410,493
2010103J01Rik,2,1,1,2,1,1,0,0
2010106C02Rik,0,0,0,0,2,0,0,0
2010106E10Rik,0,0,0,0,0,0,0,0
2010107E04Rik,1237,1331,587,527,512,603,462,503
2010107G23Rik,57,40,23,22,16,178,120,148
2010109A12Rik,18,35,21,13,16,9,18,31
2010109I03Rik,38,19,16,17,24,90,56,65
2010109P13Rik,0,0,0,0,0,0,0,0
2010110E17Rik,2,1,0,2,0,0,0,0
2010110G14Rik,0,0,0,0,0,0,0,0
2010110K18Rik,2,0,2,1,2,5,9,5
2010111I01Rik,1104,1102,634,708,761,1404,1006,1085
2010204K13Rik,17,18,5,12,10,6,2,15
2010300C02Rik,375,141,133,145,91,1973,1191,1173
2010300F17Rik,329,184,131,99,155,184,80,188
2010308F09Rik,0,0,0,1,0,0,0,0
2010309G21Rik,2,2,0,0,0,12,2,5
2010310C07Rik,23,19,10,12,12,4,3,8
2010315B03Rik,1609,1573,1078,897,878,1194,646,1226
2010320M18Rik,344,290,105,129,81,213,168,156
2010320O07Rik,0,0,0,0,0,0,0,0
2200002A13Rik,0,0,1,0,0,0,0,0
2200002D01Rik,39,60,17,31,18,61,29,35
2200002J24Rik,0,0,0,0,0,0,0,0
2200007N16Rik,0,0,0,0,0,0,0,0
2210008F06Rik,0,0,0,4,0,0,5,7
2210010C04Rik,0,3,0,0,2,0,0,0
2210011C24Rik,11,7,11,2,2,8,39,30
2210011K15Rik,0,0,0,0,0,0,0,0
2210013O21Rik,592,615,291,314,265,611,446,516
2210016F16Rik,5395,4229,1981,1979,2088,277,1990,2140
2210016L21Rik,1506,1323,672,756,752,1192,942,1076
2210017I01Rik,0,0,0,0,0,0,0,0
2210019I11Rik,0,1,0,0,0,0,0,0
2210406H18Rik,14,25,3,5,1,47,28,49
2210406O10Rik,4,1,5,1,1,3,1,3
2210407C18Rik,0,0,0,0,3,0,0,0
2210408F21Rik,14,15,10,9,23,13,5,5
2210408I21Rik,120,114,38,53,90,104,84,61
2210409E12Rik,0,0,0,0,0,0,0,0
2210411M09Rik,4,1,2,1,1,4,0,1
2210412B16Rik,0,0,0,0,0,0,0,0
2210414B05Rik,0,0,0,0,0,1,0,0
2210417A02Rik,1,1,0,2,2,0,0,0
2210418O10Rik,11,14,2,6,9,28,16,8
2210420H20Rik,0,0,0,0,0,0,0,0
2300002M23Rik,0,0,0,0,0,0,0,0
2300003K06Rik,0,0,0,0,0,0,0,0
2300009A05Rik,451,629,272,313,312,86,226,327
2310001H17Rik,1248,1300,580,737,651,628,464,539
2310001K20Rik,0,0,0,0,0,2,0,0
2310001K24Rik,0,2,1,2,0,2,0,4
2310002F09Rik,3,3,1,0,2,13,6,2
2310002L09Rik,0,0,0,0,2,0,0,0
2310003L06Rik,0,1,0,0,2,0,0,0
2310005A03Rik,0,0,0,0,0,0,0,0
2310005E17Rik,0,0,0,0,1,0,0,0
2310007B03Rik,0,0,0,0,0,0,0,0
2310008N11Rik,0,2,0,0,1,2,1,5
2310009A05Rik,617,647,214,228,240,237,204,213
2310009B15Rik,120,134,52,43,62,39,56,59
2310010J17Rik,47,59,21,20,22,28,38,35
2310011J03Rik,4469,3824,1895,2006,2137,3111,2391,2641
2310014F06Rik,0,0,0,0,0,0,0,0
2310015A10Rik,379,279,227,207,209,366,219,361
2310015D24Rik,0,0,0,0,0,2,0,0
2310015K22Rik,0,0,0,0,0,0,0,0
2310016D03Rik,0,0,0,3,0,0,0,0
2310016D23Rik,0,0,1,0,0,0,0,0
2310016G11Rik,0,1,0,0,0,0,0,0
2310020H05Rik,0,0,0,0,0,0,0,0
2310022A10Rik,1324,1142,1166,1123,1094,1242,688,978
2310022B05Rik,276,190,180,180,185,34,170,179
2310026I22Rik,0,0,0,0,0,0,0,0
2310026L22Rik,8,17,6,6,4,2,0,0
2310030A07Rik,0,0,0,0,0,0,0,0
2310030G06Rik,0,0,0,0,0,0,1,0
2310031A07Rik,6,13,8,9,6,9,3,11
2310033P09Rik,951,755,411,393,423,627,592,646
2310034C09Rik,0,0,0,0,1,0,0,0
2310034G01Rik,4,7,8,3,9,13,6,15
2310034O05Rik,1,0,0,0,0,0,0,0
2310035C23Rik,5039,4579,2455,3054,3122,2486,2590,2947
2310036O22Rik,4744,5482,2446,2466,2575,1829,2731,2814
2310039H08Rik,583,475,174,202,170,277,226,243
2310039L15Rik,0,0,0,1,0,0,0,0
2310040G07Rik,0,4,2,2,2,0,0,0
2310040G24Rik,3,4,2,5,0,7,6,14
2310043L19Rik,0,0,0,0,0,0,0,0
2310043M15Rik,10,12,1,3,7,7,1,6
2310043O21Rik,0,0,0,0,0,0,1,0
2310043P16Rik,273,456,255,399,541,27,28,40
2310044K18Rik,16,19,3,4,4,9,8,4
2310046K23Rik,0,0,0,0,0,0,0,0
2310047D07Rik,79,72,33,29,38,6,6,10
2310050C09Rik,0,0,0,0,1,0,0,0
2310057J18Rik,0,0,0,0,0,0,1,0
2310057M21Rik,1260,1060,696,691,715,959,691,810
2310057N15Rik,0,0,0,0,0,0,0,0
2310058D17Rik,70,90,32,28,52,26,30,50
2310061I04Rik,516,502,422,526,484,314,383,446
2310061N02Rik,0,0,0,0,0,0,0,0
2310065F04Rik,0,0,0,0,2,0,0,0
2310068J16Rik,10,13,8,9,2,9,10,15
2310069B03Rik,0,0,0,0,0,0,0,0
2310069G16Rik,0,0,0,0,2,0,0,0
2310074N15Rik,3,6,2,0,0,4,5,1
2310075C17Rik,0,0,0,0,0,0,0,0
2310079G19Rik,0,3,0,0,0,0,0,0
2310081O03Rik,0,0,0,0,0,0,0,0
2410002F23Rik,6124,5039,2285,2952,2990,4982,3159,3830
2410003L11Rik,12,9,0,6,9,3,1,3
2410004B18Rik,2309,1637,911,898,906,386,650,720
2410004I01Rik,0,1,0,0,1,0,0,0
2410004P03Rik,12,21,21,22,10,17,4,8
2410006H16Rik,249,591,225,170,192,194,159,202
2410012E07Rik,0,2,0,0,0,0,0,0
2410015M20Rik,1972,1877,660,667,653,931,791,783
2410017I17Rik,0,0,0,0,0,0,0,0
2410018L13Rik,0,7,6,3,0,1,0,8
2410021H03Rik,0,0,0,0,0,0,0,0
2410022M11Rik,214,379,117,97,124,45,220,238
2410024N13Rik,0,0,0,0,0,0,0,0
2410080I02Rik,0,2,0,1,0,2,2,0
2410089E03Rik,926,1105,758,915,876,552,454,491
2410124H12Rik,0,0,0,0,0,0,0,0
2410131K14Rik,1031,777,604,523,511,717,608,655
2410137M14Rik,0,1,0,0,1,0,0,0
2410141K09Rik,0,4,2,4,4,0,1,0
2410152P15Rik,1,0,0,0,0,0,0,0
2500002B13Rik,47,33,31,22,33,46,49,31
2500004C02Rik,108,110,68,65,51,60,49,63
2510002D24Rik,1980,1755,739,950,922,1192,849,1100
2510009E07Rik,58,58,4,11,72,22,16,15
2510016D11Rik,16,7,21,7,2,27,14,26
2510017J16Rik,68,100,43,24,43,49,14,25
2510039O18Rik,10744,8596,7598,8607,8398,161,1096,923
2510046G10Rik,246,225,74,67,103,195,100,145
2600006K01Rik,43,57,35,40,33,34,11,22
2600014E21Rik,0,4,0,0,1,0,0,7
2610001A08Rik,3,9,3,1,5,0,0,1
2610001J05Rik,4207,4284,1777,1882,1917,2430,1636,2118
2610002M06Rik,1389,1662,1071,1138,1229,1382,855,1114
2610005L07Rik,95,77,40,28,42,62,36,57
2610008E11Rik,2485,2436,1766,1460,1773,2284,1079,1632
2610011E03Rik,1,0,0,0,0,4,0,0
2610012C04Rik,0,1,0,0,0,0,0,0
2610016A17Rik,1,0,0,0,0,0,0,0
2610020C07Rik,169,182,57,101,74,81,40,58
2610020F03Rik,0,0,0,0,0,0,0,0
2610020H08Rik,1419,1344,719,787,813,848,519,675
2610021A01Rik,1610,1322,837,947,897,1278,713,969
2610024D14Rik,12,8,8,7,11,4,1,0
2610027F03Rik,0,0,0,0,0,0,0,0
2610027K06Rik,0,0,0,2,2,0,3,8
2610028E06Rik,0,1,0,0,0,0,0,0
2610028H24Rik,1,1,0,0,0,0,0,0
2610034O05Rik,0,0,0,0,0,0,0,0
2610035D17Rik,1274,1736,582,560,560,1140,659,893
2610035F20Rik,0,0,0,0,0,0,0,0
2610037D02Rik,70,85,71,60,70,32,27,42
2610042L04Rik,0,0,0,0,0,0,1,0
2610044O15Rik8,1454,1376,683,760,836,1078,580,755
2610105M22Rik,0,0,0,0,0,0,0,0
2610203C20Rik,0,3,0,1,3,0,0,3
2610203C22Rik,0,3,2,4,1,0,1,6
2610204G07Rik,2,2,0,2,0,0,2,0
2610206C17Rik,11,9,4,7,15,1,4,10
2610300A13Rik,0,0,0,0,0,0,0,0
2610301B20Rik,1059,691,298,396,461,596,465,434
2610303G11Rik,0,0,0,0,0,0,0,0
2610306M01Rik,144,167,52,49,82,76,55,89
2610306O10Rik,3,2,0,0,4,1,3,0
2610307P16Rik,3,5,0,3,4,18,12,21
2610316D01Rik,0,0,0,0,0,0,0,0
2610318N02Rik,75,60,30,42,31,75,70,66
2610507B11Rik,13705,12811,9504,11511,10888,10170,9778,11561
2610507I01Rik,226,209,114,114,120,335,184,229
2610509F24Rik,14,16,2,5,11,0,2,0
2610524H06Rik,821,635,240,226,259,517,314,392
2610528A11Rik,6,10,1,4,3,0,0,3
2610528J11Rik,0,0,0,0,1,0,0,1
2700012I20Rik,28,20,10,9,25,16,7,12
2700016F22Rik,35,89,9,21,47,46,30,46
2700029L08Rik,4,5,7,6,9,2,9,3
2700033N17Rik,0,0,0,0,0,0,0,0
2700038G22Rik,97,135,78,105,135,109,29,80
2700046A07Rik,0,2,0,0,0,0,0,0
2700046G09Rik,0,2,0,0,0,0,0,1
2700049A03Rik,2373,1953,1001,1194,1256,1643,917,1332
2700060E02Rik,2461,3886,1619,1541,1719,1716,1454,1760
2700062C07Rik,770,675,240,302,289,474,378,443
2700068H02Rik,0,2,0,0,0,0,0,0
2700069I18Rik,0,1,0,0,5,0,0,0
2700078F05Rik,0,6,0,0,4,0,0,0
2700080J24Rik,0,1,0,0,3,0,0,0
2700081O15Rik,4,12,0,7,13,0,2,6
2700089I24Rik,0,0,0,0,0,0,0,0
2700097O09Rik,435,501,280,268,306,480,283,328
2700099C18Rik,99,59,21,30,32,80,49,75
2810001G20Rik,1407,1186,418,526,489,569,314,549
2810002D19Rik,1219,1070,527,538,606,535,290,411
2810004N23Rik,1757,1473,870,886,912,1317,827,1215
2810006K23Rik,1869,1674,938,988,1068,597,457,453
2810013P06Rik,2357,2146,1286,1196,1113,1533,948,1173
2810021J22Rik,1673,1516,904,788,1022,889,638,795
2810025M15Rik,144,201,62,68,62,100,79,50
2810029C07Rik,15,5,10,7,8,12,5,22
2810030D12Rik,3,2,0,0,0,9,3,0
2810032G03Rik,0,0,0,1,1,0,0,0
2810039B14Rik,207,175,96,97,111,163,55,95
2810047C21Rik1,0,0,1,2,0,0,0,0
2810049E08Rik,0,0,0,0,0,0,0,0
2810402E24Rik,262,409,91,113,128,407,205,275
2810403A07Rik,11100,8308,5227,5541,5813,2990,4128,4984
2810403D21Rik,154,211,96,126,127,119,128,118
2810404F17Rik,0,0,0,1,0,0,0,0
2810404M03Rik,0,0,0,0,0,0,0,0
2810405F15Rik,0,0,0,0,0,0,0,0
2810405F17Rik,152,235,90,85,142,118,49,101
2810407A14Rik,0,2,0,0,0,0,0,0
2810408A11Rik,83,76,36,44,35,78,55,63
2810408I11Rik,13,24,26,1,11,36,47,16
2810410L24Rik,0,1,0,0,0,4,3,0
2810414N06Rik,99,96,33,34,72,67,33,38
2810425M01Rik,33,24,16,10,17,3,6,12
2810428I15Rik,1090,1158,501,494,452,841,725,779
2810428J06Rik,21,46,15,25,41,19,17,8
2810429I04Rik,0,5,0,1,5,0,0,4
2810430I11Rik,0,0,0,0,0,0,0,0
2810432F15Rik,0,1,0,0,0,0,0,0
2810433D01Rik,0,0,0,0,0,0,0,0
2810442N19Rik,0,0,0,0,2,0,0,1
2810454H06Rik,79,142,69,34,37,40,31,37
2810455O05Rik,37,46,33,49,27,24,38,53
2810459M11Rik,70,33,7,41,26,26,19,18
2810468N07Rik,184,187,113,86,82,49,24,43
2810471M01Rik,0,0,0,0,0,0,0,0
2810474O19Rik,9387,8417,6885,6799,6727,6319,5104,8098
2900002M20Rik,0,0,0,0,0,0,0,0
2900005J15Rik,85,84,73,52,63,15,40,24
2900009J06Rik,1,0,0,2,0,0,0,0
2900011O08Rik,0,4,0,1,1,1,0,7
2900018N21Rik,1,7,10,1,2,0,0,5
2900022M07Rik,1,0,0,0,1,0,0,0
2900026A02Rik,305,432,500,411,401,6024,4660,5935
2900027M19Rik,0,4,0,0,11,0,1,0
2900035J10Rik,0,0,0,0,0,0,0,0
2900037B21Rik,0,0,0,0,0,0,0,0
2900041M22Rik,62,72,26,27,36,65,56,44
2900042K21Rik,0,0,0,0,1,0,0,0
2900052L18Rik,19,19,6,9,6,8,18,19
2900052N01Rik,10,3,0,5,3,1,0,0
2900055J20Rik,1,2,0,1,1,0,0,3
2900060B14Rik,50,79,38,25,16,22,15,14
2900064F13Rik,0,0,0,0,0,0,0,0
2900064K03Rik,0,2,0,1,15,0,0,0
2900069G24Rik,0,0,0,0,0,0,1,0
2900072N19Rik,0,0,0,0,0,0,0,0
2900076A07Rik,686,482,284,288,339,190,124,192
2900076G11Rik,0,1,0,0,0,0,0,0
2900079G21Rik,0,1,0,0,0,0,0,0
2900089D17Rik,2,6,1,6,3,4,1,3
2900092C05Rik,0,1,0,0,0,0,0,0
2900092N22Rik,0,0,0,0,4,0,0,0
2900092O11Rik,0,1,0,0,0,0,0,0
2900093K20Rik,133,146,62,63,59,49,17,46
2900097C17Rik,363,343,212,271,269,98,302,393
3000002C10Rik,105,96,66,61,65,204,117,87
3010001F23Rik,0,0,0,0,0,0,0,0
3010003L21Rik,70,131,49,82,84,8,64,73
3100002H09Rik,2,2,0,0,6,0,0,0
3100003L05Rik,0,0,0,0,0,0,0,0
3110001I22Rik,443,373,197,221,243,223,137,190
3110002H16Rik,7281,5820,3199,3245,3242,3594,2320,3086
3110004A20Rik,0,0,0,0,0,0,0,0
3110009E18Rik,381,334,116,125,148,118,82,75
3110018I06Rik,0,0,0,0,0,0,0,0
3110021N24Rik,0,0,0,0,0,1,0,0
3110031N09Rik,1,1,1,0,1,1,0,1
3110035E14Rik,0,4,0,4,0,0,0,0
3110039M20Rik,0,1,0,0,0,0,0,0
3110040N11Rik,837,834,354,297,376,461,366,438
3110043O21Rik,626,380,180,143,171,476,237,336
3110045C21Rik,5,10,3,1,2,8,7,15
3110053B16Rik,35,37,15,15,16,2,5,22
3110056K07Rik,935,827,341,356,464,331,217,315
3110062G12Rik,2,3,6,5,11,0,0,2
3110062M04Rik,193,224,134,105,133,174,121,150
3110067C02Rik,7,5,0,0,12,0,0,0
3110070M22Rik,54,25,8,14,19,15,19,13
3110079O15Rik,0,0,0,0,0,0,0,0
3110080E11Rik,0,0,0,1,2,0,0,0
3110080O07Rik,16,9,11,7,10,6,1,5
3110082I17Rik,135,103,50,42,23,211,120,157
3110082J24Rik,0,1,0,0,0,0,0,0
3110083C13Rik,28,25,7,19,25,8,15,17
3110099E03Rik,0,1,0,0,0,10,0,0
3222401L13Rik,15,10,3,17,10,11,12,27
3300002A11Rik,0,0,1,0,0,1,0,0
3300002I08Rik,128,112,43,41,65,59,39,68
3300002P13Rik,6,4,12,12,3,1,1,0
3300005D01Rik,2,2,0,0,0,2,1,5
3425401B19Rik,0,0,0,0,0,0,2,0
3632451O06Rik,0,0,0,0,0,0,0,0
3632454L22Rik,10,8,4,12,19,6,2,7
3830403N18Rik,99,24,47,56,25,61,29,15
3830406C13Rik,3553,2893,1530,1568,1565,2296,1399,1866
3830408C21Rik,4,5,1,5,5,3,0,0
3830417A13Rik,0,0,0,0,0,0,0,0
3830422I06Rik,0,0,0,0,1,0,0,0
3830432H09Rik,7,16,0,3,6,0,0,0
3930402G23Rik,0,0,1,2,0,0,0,1
4430402I18Rik,284,164,54,91,85,31,12,25
4631405J19Rik,15,21,6,14,17,5,7,6
4631405K08Rik,0,0,0,0,0,0,0,0
4632404H12Rik,178,273,126,105,159,194,116,134
4632404M16Rik,0,2,0,0,0,0,0,0
4632411P08Rik,1,4,0,0,0,1,4,0
4632415L05Rik,669,772,440,459,494,156,364,441
4632427E13Rik,5196,4923,1616,1946,2611,3391,1964,2480
4632428C04Rik,38,48,8,24,13,12,3,6
4632432E15Rik,0,4,1,0,0,0,0,0
4633401B06Rik,18,13,10,21,15,13,6,8
4731419I09Rik,0,1,1,0,0,0,1,0
4732414G09Rik,0,0,0,0,0,0,5,0
4732416N19Rik,127,151,84,84,70,70,45,57
4732419C18Rik,1,1,0,1,0,1,1,3
4732440D04Rik,873,947,305,453,738,434,165,276
4732463B04Rik,0,3,1,1,0,0,0,0
4732465J04Rik,8,5,12,5,1,17,4,5
4732471J01Rik,11,13,7,4,13,12,4,7
4732487G21Rik,291,308,208,184,193,163,110,136
4732490B19Rik,2,5,0,0,2,0,2,0
4732491K20Rik,32,38,0,21,18,43,8,19
4732496C06Rik,7,9,0,0,18,34,21,12
4831440E17Rik,73,118,106,60,70,21,33,21
4833403J16Rik,213,232,133,176,153,104,85,102
4833404L02Rik,0,0,0,0,0,0,0,0
4833407H14Rik,4507,5060,2622,2649,2883,1983,1116,1325
4833411C07Rik,2,7,0,0,6,3,1,0
4833412C05Rik,0,0,0,0,0,0,0,6
4833412K13Rik,20,27,11,31,19,27,8,25
4833413E03Rik,1,1,0,0,1,4,0,0
4833413G10Rik,21,26,19,13,20,5,2,7
4833417C18Rik,78,79,21,54,27,56,27,51
4833418N02Rik,120,114,120,107,68,46,57,72
4833418N17Rik,0,0,0,0,0,0,0,0
4833420G17Rik,5172,4789,2609,2985,3029,3439,2108,2784
4833421G17Rik,15,16,8,5,12,13,10,6
4833421K07Rik,0,0,0,0,0,0,0,0
4833422C13Rik,14,14,12,8,19,12,6,9
4833422M21Rik,0,1,0,0,0,3,0,0
4833423E24Rik,0,0,0,0,0,0,0,0
4833427F10Rik,0,3,0,0,1,0,0,0
4833427G06Rik,0,0,0,0,0,0,0,0
4833428L15Rik,0,1,0,0,0,1,0,0
4833439L19Rik,6916,4635,3497,3459,3485,3856,3095,3610
4833445I07Rik,53,47,29,47,30,99,42,54
4921501E09Rik,0,2,0,0,0,0,0,4
4921504A21Rik,0,0,0,0,1,0,0,0
4921504E06Rik,0,0,0,1,1,0,0,0
4921507G05Rik,0,1,0,0,1,10,0,0
4921507P07Rik,26,26,17,3,13,82,16,18
4921508D12Rik,0,0,0,0,0,0,0,0
4921508M14Rik,0,0,0,0,0,0,0,0
4921509A06Rik,0,0,0,0,0,0,0,0
4921509C19Rik,0,1,0,0,1,0,0,0
4921511C10Rik,59,60,42,59,67,27,13,11
4921511C20Rik,0,1,0,0,0,0,0,0
4921511E07Rik,0,0,0,0,0,0,0,0
4921511H03Rik,0,1,0,0,0,0,0,0
4921511M17Rik,0,0,0,0,0,0,0,0
4921513D11Rik,3,5,0,1,4,0,9,1
4921513I03Rik,2,1,0,0,1,0,0,1
4921513I08Rik,0,0,0,0,0,0,0,0
4921514A10Rik,5,6,4,1,6,5,7,0
4921515E04Rik,0,0,0,0,0,0,0,0
4921517D22Rik,0,0,0,0,0,0,0,0
4921518K17Rik,0,0,0,0,0,0,0,0
4921521D15Rik,0,1,0,0,0,0,0,0
4921522P10Rik,9,5,0,0,4,1,0,0
4921523L03Rik,0,0,0,0,0,0,0,0
4921524J17Rik,1938,1513,730,814,899,1262,873,958
4921524L21Rik,0,0,0,0,0,0,0,0
4921527H02Rik,0,0,0,3,6,0,0,0
4921528I07Rik,0,0,0,0,0,4,0,0
4921529L05Rik,0,1,0,0,0,0,0,3
4921530L21Rik,0,0,0,0,0,0,0,0
4921531C22Rik,357,389,110,176,131,66,145,200
4921534H16Rik,0,0,0,0,5,0,0,0
4921536K21Rik,1,2,1,0,3,0,2,1
4921539E11Rik,0,1,0,1,0,0,0,0
4921539H07Rik,0,0,0,1,1,0,0,0
4922502D21Rik,0,0,0,0,2,1,0,0
4922502N22Rik,0,0,0,0,2,0,0,0
4930401G09Rik,0,1,0,0,1,0,0,0
4930401O10Rik,0,0,0,0,0,0,0,0
4930401O12Rik,0,0,0,0,0,0,0,0
4930402C01Rik,0,0,0,0,1,0,0,0
4930402F06Rik,0,1,0,0,0,0,0,0
4930402F11Rik,0,1,0,1,5,0,0,0
4930402H05Rik,0,0,0,0,0,0,0,0
4930402H24Rik,1018,1330,884,991,820,428,590,679
4930402K13Rik,0,0,0,0,3,0,0,0
4930403D09Rik,1,5,0,0,3,4,0,1
4930403P22Rik,23,42,27,19,22,15,7,15
4930404A12Rik,0,0,0,0,0,0,0,0
4930404H24Rik,0,0,0,0,0,0,0,0
4930404I05Rik,29,26,14,18,28,13,10,8
4930404N11Rik,11,12,11,11,8,7,13,16
4930405A21Rik,5,11,2,3,3,5,5,6
4930405D11Rik,0,0,3,1,2,0,0,0
4930405G09Rik,0,0,0,0,0,0,0,0
4930405H06Rik,0,0,0,0,0,0,0,0
4930405L22Rik,0,0,0,0,0,0,0,0
4930405N21Rik,0,0,0,0,0,0,0,0
4930405O22Rik,2,3,1,0,2,0,1,1
4930406D18Rik,0,0,0,0,0,0,0,0
4930407G08Rik,0,0,0,0,0,0,0,0
4930407I10Rik,0,1,0,0,0,0,0,0
4930408K08Rik,0,0,0,0,0,0,0,0
4930408O17Rik,0,0,0,0,0,0,0,0
4930412B13Rik,0,0,0,0,0,0,0,0
4930412C18Rik,16,5,4,4,7,6,3,17
4930412E21Rik,0,0,0,0,0,0,0,0
4930412F09Rik,0,1,0,1,3,0,0,0
4930412F12Rik,31,29,21,9,16,0,3,5
4930412L05Rik,3,0,0,0,2,0,0,0
4930412M03Rik,100,90,54,59,37,54,51,67
4930412O13Rik,0,0,0,0,1,0,0,0
4930413E15Rik,0,0,0,0,1,0,0,0
4930413G21Rik,12,18,10,5,7,4,7,5
4930415F15Rik,6,9,2,5,4,2,12,13
4930415H17Rik,0,0,0,0,0,0,0,0
4930415L06Rik,0,0,0,1,3,0,0,0
4930415O20Rik,0,0,0,0,0,0,0,0
4930417H01Rik,0,0,0,1,0,0,0,0
4930417O13Rik,23,19,1,13,6,7,10,15
4930417O22Rik,0,0,0,0,0,0,0,0
4930419G24Rik,0,0,0,0,0,0,0,0
4930420N18Rik,0,0,0,0,0,0,0,0
4930421C12Rik,0,2,0,1,0,0,0,0
4930421P07Rik,0,0,0,0,0,0,0,0
4930422C21Rik,0,0,0,0,2,0,0,0
4930422M22Rik,9,1,10,6,4,7,2,10
4930423C22Rik,0,0,0,0,0,0,0,0
4930423M02Rik,0,0,0,0,0,0,0,0
4930425K10Rik,0,0,0,0,1,0,0,0
4930425L21Rik,0,0,0,0,0,0,0,0
4930425O10Rik,0,0,0,0,0,0,0,0
4930426D05Rik,7,9,0,0,0,18,24,12
4930426I24Rik,15,13,10,9,8,14,8,10
