,Liver_ILC1_1,Liver_ILC1_2,Liver_ILC1_3,Liver_NK_1,Liver_NK_2,Liver_NK_3
Rif1,6247,5964,6090,5153,4994,5060
Riiad1,0,0,2,0,0,1
Rilp,2,3,6,4,0,2
Rilpl1,117,129,120,44,53,59
Rilpl2,736,812,848,1565,1727,2030
Rimbp2,6,0,0,0,0,0
Rimbp3,2,0,14,16,1,7
Rimkla,0,0,3,5,0,0
Rimklb,0,0,0,0,0,0
Rims1,0,0,0,0,0,0
Rims2,1,0,0,0,2,0
Rims3,129,102,127,90,124,185
Rims4,0,0,0,0,0,0
Rin1,5,0,4,2,0,1
Rin2,5,21,6,0,0,0
Rin3,13945,14876,14883,11590,14726,14691
Ring1,1230,1200,1255,991,1218,1295
Rinl,12981,13975,11614,8751,10510,11188
Rint1,1129,995,1309,629,811,843
Riok1,3375,3393,3878,3070,3461,3642
Riok3,5113,5117,5345,4611,5481,5277
Riox1,954,861,1049,971,910,940
Riox2,2441,2431,2443,1522,1760,1652
Ripk1,4134,4259,4741,4902,5587,5365
Ripk2,857,699,959,561,642,782
Ripk3,2066,1906,2382,1243,1417,1506
Ripk4,0,3,0,0,0,0
Ripply1,0,0,0,0,0,0
Ripply2,0,0,0,0,0,0
Ripply3,96,115,111,3,8,0
Rit1,1392,1551,1517,1614,1611,1707
Rit2,0,0,0,0,0,0
Rita1,165,120,152,64,91,96
Rlbp1,0,0,0,0,0,1
Rlf,3651,3548,3849,2976,3844,3183
Rlim,5290,4992,5434,4161,4499,3921
Rln1,0,1,0,0,0,0
Rln3,1126,1312,1250,55,81,46
Rmdn1,282,318,289,250,285,267
Rmdn2,651,663,735,232,270,250
Rmdn3,1291,1510,1418,1262,1384,1350
Rmi1,612,617,653,488,574,513
Rmi2,78,113,93,104,115,109
Rmnd1,531,558,629,575,584,690
Rmnd5a,3621,3923,2719,3601,3967,3725
Rmnd5b,3320,3643,3893,1936,2438,2351
Rmrp,0,0,0,0,0,2
Rmst,0,0,0,0,0,0
Rn18s-rs5,24047,29231,7713,52072,43905,35279
Rn5s,0,0,0,0,0,0
Rn7s1,0,3,2,2,2,0
Rn7s2,1,5,3,2,5,2
Rn7s6,0,0,0,0,0,0
Rn7sk,40,49,34,41,64,44
Rnase1,0,0,0,0,0,0
Rnase10,0,0,0,0,0,0
Rnase11,0,0,0,0,0,0
Rnase12,0,0,0,0,0,0
Rnase13,0,0,0,0,0,0
Rnase2a,0,0,0,0,0,0
Rnase2b,0,0,0,0,0,0
Rnase4,512,542,539,3,13,6
Rnase6,49,80,71,30,29,20
Rnase9,0,2,0,0,0,0
Rnaseh1,688,801,849,634,874,871
Rnaseh2a,1015,1027,990,942,1015,1171
Rnaseh2b,441,398,381,547,766,704
Rnaseh2c,1508,1973,1631,1269,1465,1327
Rnasek,17,29,15,25,30,33
Rnasel,1618,1933,2173,1034,1287,1265
Rnaset2a,678,724,770,622,779,705
Rnaset2b,1093,1353,1323,1138,1370,1204
Rncr4,0,0,0,0,0,0
Rnd1,0,2,0,0,2,1
Rnd2,8,19,31,5,0,5
Rnd3,0,5,0,0,8,0
Rnf10,7956,8497,10419,6654,8562,9377
Rnf103,2297,2352,2763,2385,2910,2722
Rnf11,4694,4660,5374,3289,4022,4181
Rnf111,4676,4289,4346,3395,4422,4107
Rnf112,0,0,0,0,0,0
Rnf113a1,206,255,225,112,177,178
Rnf113a2,778,949,778,998,1226,1045
Rnf114,11330,11778,13792,8484,9400,10440
Rnf115,5557,5888,6812,6571,7307,6638
Rnf121,1101,1185,1482,1039,1296,1184
Rnf122,561,618,705,447,545,529
Rnf123,6481,7010,7605,3700,4102,4395
Rnf125,989,912,1057,1781,1798,1995
Rnf126,1358,1442,1442,1642,1850,2028
Rnf128,2642,2658,2870,187,203,206
Rnf13,2663,3040,3850,2636,3009,2763
Rnf130,9439,10536,10283,7925,9024,8937
Rnf133,0,0,0,0,0,0
Rnf135,670,808,919,517,575,653
Rnf138,2653,2979,2588,3803,4359,3801
Rnf138rt1,0,0,1,0,3,7
Rnf139,4047,4220,4561,3538,3953,3809
Rnf14,5573,5860,6309,3865,4200,4319
Rnf141,1269,1140,1469,523,702,684
Rnf144a,208,224,212,583,443,345
Rnf144b,8,5,2,10,20,8
Rnf145,7299,7846,9674,6157,7711,7563
Rnf146,1048,1284,1132,932,1010,1069
Rnf148,0,0,0,0,0,0
Rnf149,1831,1889,1934,846,858,863
Rnf150,0,1,0,1,0,0
Rnf151,0,0,0,0,0,0
Rnf152,0,0,0,0,6,1
Rnf157,940,1046,1050,3919,4171,4800
Rnf165,0,4,4,0,0,0
Rnf166,10343,11358,13170,7651,9475,9818
Rnf167,8779,9215,10293,6123,7506,8294
Rnf168,1369,1196,1216,1115,1139,1255
Rnf169,2122,2701,2220,1662,1849,1790
Rnf17,81,90,74,40,26,43
Rnf170,469,478,543,341,477,458
Rnf170-ps,42,39,70,21,50,49
Rnf180,0,0,0,0,0,0
Rnf181,3273,3531,3464,2936,3817,3611
Rnf182,0,0,0,0,0,0
Rnf183,0,0,2,0,0,0
Rnf185,1486,1471,1783,990,1283,1265
Rnf186,0,0,0,0,0,0
Rnf187,11468,12706,13196,9377,11613,12147
Rnf19a,1651,1295,1919,1241,1567,1466
Rnf19b,2627,2757,2284,708,737,824
Rnf2,4602,4923,4922,4422,5068,4333
Rnf20,3974,4215,3536,2941,3349,3508
Rnf207,0,0,1,5,0,0
Rnf208,5,14,10,2,0,0
Rnf212,0,0,0,0,0,0
Rnf212b,0,0,0,0,0,0
Rnf213,2897,3352,1895,1845,1966,2132
Rnf214,1354,1428,1341,1263,1439,1264
Rnf215,1058,1065,1237,832,1219,1405
Rnf216,2220,2499,2181,4019,5170,4713
Rnf217,20,9,12,29,28,63
Rnf219,1111,1065,1170,606,1001,875
Rnf220,4688,4413,5669,3684,3899,4554
Rnf222,0,0,0,0,0,0
Rnf223,2,1,1,2,1,5
Rnf224,0,0,0,0,0,0
Rnf225,3,2,0,0,5,0
Rnf24,119,55,98,121,176,128
Rnf25,591,654,740,489,589,631
Rnf26,931,1067,1033,722,736,756
Rnf31,3365,3653,3863,2875,3249,3758
Rnf32,0,0,1,6,0,0
Rnf34,1676,1780,1722,1428,1669,1676
Rnf38,4302,4535,4731,3807,4417,3692
Rnf39,2,7,2,3,8,9
Rnf4,8892,9062,9982,7981,9272,9336
Rnf40,7603,7767,9001,6128,7047,7998
Rnf41,1404,1451,1703,1219,1422,1468
Rnf43,5620,5509,6529,3352,4042,4070
Rnf44,7492,7586,6721,5492,6165,6282
Rnf5,1236,1339,1519,1177,1389,1513
Rnf6,4737,4807,5860,4254,4965,5307
Rnf7,1040,1199,1070,1157,1304,1451
Rnf8,339,365,456,319,340,327
Rnft1,1749,1718,2133,1382,1605,1591
Rnft2,0,0,0,0,0,0
Rngtt,3522,3559,4160,2293,2317,2367
Rnh1,3680,4147,4229,4563,5058,5213
Rnls,75,104,105,115,124,132
Rnmt,1760,1797,2083,1775,1907,1941
Rnpc3,1234,1319,1372,1082,1361,1372
Rnpep,3295,3406,3688,2596,2954,3082
Rnpepl1,4662,4845,4361,4688,5594,5839
Rnps1,2513,2769,2925,2503,2911,2905
Rnu11,0,0,0,0,0,0
Rnu12,1,1,0,1,3,0
Rnu1a1,1,0,1,1,0,0
Rnu1b1,0,0,0,0,0,0
Rnu1b2,0,0,0,0,0,0
Rnu1b6,0,0,0,0,0,0
Rnu2-10,0,0,0,0,0,0
Rnu3a,32,66,37,61,80,54
Rnu3b1,11,14,13,15,15,15
Rnu3b2,0,0,0,0,0,0
Rnu3b3,10,10,0,8,5,4
Rnu3b4,2,0,0,0,1,2
Rnu5g,0,3,0,0,3,1
Rnu6,0,0,0,0,0,0
Rnu6-ps2,0,0,0,0,0,0
Rnu7,0,0,0,0,0,0
Rnu73b,0,0,0,0,0,0
Rny1,0,0,0,1,0,0
Rny3,0,0,0,0,1,0
Robo1,0,0,0,0,0,0
Robo2,0,2,0,0,0,0
Robo3,0,0,0,0,0,0
Robo4,0,9,0,0,0,0
Rock1,10804,11028,10209,8884,9610,10251
Rock2,3250,3069,3278,3303,3198,3392
Rogdi,196,181,208,223,232,255
Rom1,65,96,118,529,597,632
Romo1,396,548,389,398,526,537
Ropn1,0,0,0,0,0,0
Ropn1l,2,4,6,5,22,11
Ror1,0,1,5,42,47,41
Ror2,0,0,0,0,0,0
Rora,2071,2463,2328,587,548,623
Rorb,2,1,0,0,6,0
Rorc,57,49,66,0,0,3
Ros1,0,0,0,0,0,0
Rp1,8,0,0,0,5,0
Rp1l1,0,0,0,0,0,0
Rp2,2262,2134,2517,2214,2596,1969
RP23-100B15.8,0,0,0,0,0,0
RP23-100M12.6,0,0,1,0,0,0
RP23-100M12.7,1,1,0,0,0,1
RP23-101D11.3,0,0,0,0,0,0
RP23-102O12.1,0,1,0,0,0,0
RP23-103E4.2,0,0,0,0,0,0
RP23-103E4.3,2,2,1,1,1,1
RP23-103H10.1,0,0,0,0,0,0
RP23-103I7.1,0,0,0,0,0,0
RP23-103O7.1,0,0,0,0,0,0
RP23-103O7.2,0,0,0,0,0,0
RP23-104D6.2,0,0,0,0,2,1
RP23-104D6.4,0,0,0,0,0,1
RP23-104D6.8,0,0,0,0,0,0
RP23-104K14.2,0,0,0,0,0,0
RP23-105H5.3,0,0,0,0,1,0
RP23-105H5.4,0,0,0,0,0,0
RP23-105H5.5,0,0,0,0,0,0
RP23-106F10.1,0,0,0,0,0,0
RP23-106F10.2,0,0,0,0,0,0
RP23-108H23.1,0,0,0,0,1,0
RP23-110E20.5,5,2,4,2,7,9
RP23-113B7.3,5,5,5,0,0,2
RP23-113I7.2,0,0,0,0,0,0
RP23-113I7.3,0,0,0,0,0,0
RP23-113J19.1,0,0,0,0,0,0
RP23-113K14.1,0,0,0,0,0,0
RP23-114G13.1,58,88,23,60,109,64
RP23-114G13.4,0,0,0,0,1,0
RP23-114G13.5,0,1,0,0,3,1
RP23-114G13.7,5,4,3,6,7,6
RP23-114N1.10,0,2,0,0,0,0
RP23-114N1.9,0,3,0,0,0,0
RP23-114N21.1,0,0,0,0,0,0
RP23-115A18.1,0,0,0,0,0,0
RP23-115A18.3,14,14,9,19,20,20
RP23-116C19.1,0,0,0,0,0,1
RP23-116C19.2,0,0,0,0,0,0
RP23-116C19.3,0,0,0,0,0,0
RP23-116C19.4,0,0,0,0,0,0
RP23-116C19.5,0,0,0,0,0,0
RP23-116E8.1,0,0,0,0,0,0
RP23-116E8.2,0,0,0,0,0,0
RP23-116L23.1,0,0,0,0,0,0
RP23-116L23.2,0,0,0,0,0,0
RP23-116L23.3,0,0,0,0,0,0
RP23-116L23.4,0,0,0,0,0,0
RP23-116P18.5,0,0,0,0,0,0
RP23-117C21.1,0,0,0,0,0,0
RP23-117C21.2,0,1,0,0,0,0
RP23-117C21.3,0,0,2,1,1,1
RP23-118I16.1,0,0,0,0,0,0
RP23-118I16.2,2,0,1,0,0,0
RP23-118L13.2,0,0,0,0,0,0
RP23-118L13.3,0,0,0,0,0,0
RP23-118L13.5,0,0,0,0,1,0
RP23-118L13.6,0,0,0,0,0,0
RP23-118M23.8,0,0,1,1,0,0
RP23-119E2.1,0,0,0,0,0,0
RP23-11B13.1,0,0,0,0,0,0
RP23-11B13.2,0,0,0,0,0,0
RP23-11B13.4,0,0,0,0,1,0
RP23-11B13.5,0,0,0,0,0,0
RP23-120N6.1,0,0,0,0,0,0
RP23-120N6.2,0,0,0,0,0,0
RP23-122B15.1,0,0,0,0,0,0
RP23-122B15.2,0,0,0,0,0,0
RP23-123D6.10,0,0,0,0,0,0
RP23-123D6.12,2,5,3,5,14,9
RP23-123J19.1,0,0,0,0,0,0
RP23-123J19.2,0,0,0,0,0,0
RP23-127K18.2,0,0,0,0,0,0
RP23-128A23.2,0,0,0,0,0,0
RP23-128A23.3,0,0,0,0,0,0
RP23-128C4.2,1,2,0,4,0,2
RP23-128C4.4,585,468,541,391,481,295
RP23-128O3.2,0,0,0,0,0,0
RP23-128O3.3,0,0,0,0,0,0
RP23-129C12.8,113,129,145,219,249,246
RP23-129H12.3,0,0,0,0,0,0
RP23-12H20.1,2,1,2,1,0,1
RP23-12H20.2,0,0,0,0,1,0
RP23-12H20.3,0,0,0,0,2,1
RP23-12I4.3,0,0,0,0,0,0
RP23-12I4.4,0,0,0,0,0,0
RP23-12I4.5,0,0,0,0,0,0
RP23-12I4.6,0,0,0,0,0,0
RP23-12I4.7,0,0,0,0,0,0
RP23-12L5.1,0,0,0,0,0,0
RP23-12L5.3,0,0,0,0,0,0
RP23-130L13.1,0,0,0,0,0,0
RP23-130L13.2,0,0,0,0,0,0
RP23-130O4.2,0,0,0,0,0,0
RP23-130P17.4,0,0,0,0,0,0
RP23-131E21.2,0,0,0,0,0,0
RP23-131H17.1,0,0,0,0,0,0
RP23-132J19.1,0,0,0,0,1,0
RP23-133A3.4,8,7,5,13,6,7
RP23-133A3.5,0,0,0,0,0,0
RP23-134L22.1,0,0,0,0,0,0
RP23-134M7.1,0,0,0,0,0,0
RP23-134M7.2,116,123,62,115,144,165
RP23-134M7.3,0,0,1,0,0,1
RP23-135A22.4,1,1,0,0,0,0
RP23-135A22.7,0,0,2,0,2,0
RP23-135F1.2,0,0,0,0,0,0
RP23-135F1.3,0,0,0,0,0,0
RP23-135F1.4,0,0,0,0,0,0
RP23-136F8.1,0,0,0,0,0,0
RP23-136K21.4,1,0,0,1,1,0
RP23-136M3.13,0,0,0,0,0,0
RP23-136M3.14,0,0,0,0,0,0
RP23-136O17.2,0,0,0,0,0,0
RP23-136O17.3,0,0,0,0,0,0
RP23-137B10.3,0,0,0,0,0,0
RP23-137G18.2,0,0,0,0,0,0
RP23-137I3.2,0,0,0,0,0,0
RP23-137I3.3,0,0,0,0,0,0
RP23-137I3.4,0,0,0,0,0,0
RP23-138K22.1,0,0,0,0,0,0
RP23-138K22.2,0,1,0,0,0,0
RP23-138K22.3,0,0,0,0,0,0
RP23-138K22.4,1,0,1,0,0,0
RP23-138K22.5,0,0,0,0,0,0
RP23-138N1.2,0,0,0,0,0,0
RP23-139F20.2,22,29,9,16,27,14
RP23-139G11.1,0,0,0,0,0,0
RP23-139H6.1,24,24,23,19,20,14
RP23-13B8.12,10,11,3,12,10,10
RP23-13G1.8,0,0,0,0,0,0
RP23-13G1.9,2,0,0,0,1,0
RP23-13J14.1,0,0,0,0,0,0
RP23-13J14.2,0,0,0,0,0,0
RP23-141G9.2,0,1,0,0,0,0
RP23-141H24.4,0,2,0,4,6,5
RP23-142F22.1,0,0,0,0,0,0
RP23-142F22.2,0,0,0,0,0,0
RP23-143D12.3,0,0,0,0,0,0
RP23-143D12.4,0,0,0,0,0,0
RP23-144A12.2,0,0,0,0,0,0
RP23-145G7.2,1,0,6,0,0,0
RP23-145G7.3,0,0,0,0,0,0
RP23-145G7.4,0,0,0,0,0,0
RP23-145I16.3,0,0,0,0,2,1
RP23-145L7.5,0,0,0,0,0,0
RP23-149D5.7,0,0,0,0,0,0
RP23-149L10.2,0,0,0,0,0,0
RP23-149L23.1,1,3,2,4,9,12
RP23-149M7.1,0,0,0,0,0,0
RP23-149M7.3,1,1,2,1,0,0
RP23-149M9.1,0,0,0,0,0,0
RP23-149M9.2,0,0,0,0,0,0
RP23-149M9.4,0,0,0,0,0,0
RP23-151K15.2,0,0,0,1,0,0
RP23-151L20.1,0,0,0,0,0,0
RP23-151L20.3,1,4,0,2,1,1
RP23-151L20.4,0,2,0,0,0,0
RP23-151L20.5,4,1,4,5,1,0
RP23-151L20.6,3,0,4,0,0,2
RP23-152A3.2,0,0,0,0,0,0
RP23-152A3.3,0,0,0,0,0,0
RP23-152I9.1,5,1,3,5,4,3
RP23-152I9.3,0,0,0,0,0,0
RP23-152I9.4,0,0,0,0,0,0
RP23-154M15.1,0,0,0,0,0,0
RP23-156N5.1,0,0,0,0,0,0
RP23-156N5.2,0,0,2,0,0,0
RP23-156N5.3,0,0,0,0,0,0
RP23-156N5.4,0,0,0,0,0,0
RP23-157B3.5,0,0,0,0,0,0
RP23-157B3.6,0,0,0,0,0,0
RP23-157B3.7,0,0,0,0,0,0
RP23-157N5.1,0,0,0,0,0,0
RP23-158C15.10,0,1,0,0,0,0
RP23-158C15.6,0,0,1,1,0,0
RP23-158C15.7,0,0,0,0,0,0
RP23-158E1.3,45,50,37,28,29,24
RP23-158E1.5,0,0,0,0,0,0
RP23-158E3.2,0,0,0,0,1,1
RP23-158J3.1,0,0,0,0,0,0
RP23-158J3.2,0,0,0,0,0,0
RP23-158J3.3,0,0,0,0,0,0
RP23-158K20.4,0,0,0,0,0,0
RP23-159A20.1,5,3,1,0,3,13
RP23-159A20.2,4,9,1,4,37,8
RP23-159E10.1,3,5,1,5,10,7
RP23-160A1.5,0,0,0,0,0,0
RP23-162P10.2,19,23,19,29,26,21
RP23-162P10.3,9,7,3,6,5,4
RP23-162P10.7,5,4,1,2,1,2
RP23-162P10.8,19,33,21,14,39,56
RP23-164P21.3,0,0,1,0,0,0
RP23-165H7.1,0,0,0,0,0,0
RP23-165H7.2,0,0,0,0,0,0
RP23-165H7.3,0,0,0,0,0,0
RP23-166F14.8,0,0,0,0,0,0
RP23-167J19.2,0,0,0,0,0,0
RP23-168F21.3,3,2,6,3,4,3
RP23-168F21.4,12,19,13,18,9,17
RP23-168H19.2,0,0,0,0,0,0
RP23-168O9.4,0,0,0,0,0,0
RP23-16F5.1,0,0,0,0,0,0
RP23-16N3.11,0,0,0,0,0,0
RP23-16N3.13,0,0,0,0,0,0
RP23-16N3.14,0,0,0,0,0,0
RP23-16N3.15,0,0,0,0,0,0
RP23-16N3.16,0,0,0,0,0,0
RP23-16N3.4,0,0,0,0,0,0
RP23-16N3.5,0,0,0,0,0,0
RP23-170K17.2,0,0,0,0,0,0
RP23-171E18.5,0,0,0,0,0,1
RP23-174E11.2,0,0,0,0,0,0
RP23-174M1.1,7,6,10,2,4,2
RP23-174N3.2,0,0,0,0,0,0
RP23-174N3.3,0,0,0,1,0,0
RP23-176M4.2,0,0,0,0,0,0
RP23-176M4.3,0,0,0,0,0,0
RP23-177D16.2,0,0,0,0,0,0
RP23-177D16.3,0,10,0,0,0,0
RP23-177D16.4,0,0,0,0,0,0
RP23-177D16.5,0,0,0,0,0,0
RP23-179D3.2,0,0,1,0,0,0
RP23-179D3.3,0,0,0,0,0,0
RP23-179D3.4,0,0,0,0,0,0
RP23-17O23.4,0,0,0,0,0,0
RP23-180C14.3,23,33,20,28,8,43
RP23-180C14.4,0,0,0,0,0,0
RP23-180C14.5,0,0,0,0,0,0
RP23-181A24.4,0,0,0,0,0,0
RP23-181A24.5,0,0,0,0,0,0
RP23-181A24.6,0,0,0,0,0,0
RP23-181A8.2,0,2,2,0,6,0
RP23-181A8.3,0,1,1,2,0,4
RP23-181A8.4,0,1,0,0,1,0
RP23-181A8.5,0,4,2,1,0,0
RP23-181A8.7,77,87,85,23,34,33
RP23-182A11.1,0,0,0,0,1,0
RP23-182D17.1,0,0,0,0,0,0
RP23-182D17.2,0,0,0,0,0,0
RP23-182F9.7,0,0,0,0,0,0
RP23-182J19.2,7,10,12,20,22,19
RP23-183A4.3,0,0,0,0,0,0
RP23-183G4.1,0,0,0,0,0,0
RP23-184A3.1,0,1,2,1,0,2
RP23-184H3.3,0,0,0,0,0,0
RP23-184H3.4,0,0,0,0,0,0
RP23-184H3.5,208,203,162,234,267,249
RP23-184M4.3,0,0,0,0,0,0
RP23-184O11.3,0,0,0,0,0,0
RP23-185O8.1,0,0,0,0,0,0
RP23-186B12.2,3,0,4,0,6,3
RP23-186B12.3,2,6,1,5,4,1
RP23-186D15.3,0,0,0,0,0,0
RP23-186D15.6,1,0,0,1,4,1
RP23-186D15.7,1,5,0,5,6,4
RP23-186M2.3,0,0,0,0,0,0
RP23-186O3.11,9,10,8,18,19,29
RP23-186O3.13,0,5,2,5,2,0
RP23-186O3.14,0,0,0,30,49,72
RP23-187B11.10,20,18,4,16,32,16
RP23-187B11.11,2,0,0,1,0,7
RP23-187B11.13,12,9,13,21,27,10
RP23-187B11.14,15,17,25,16,33,16
RP23-187B11.16,0,0,0,0,0,0
RP23-187B11.7,1,0,1,1,0,0
RP23-187B11.8,0,0,0,0,0,0
RP23-187C5.3,0,0,0,0,0,0
RP23-187C5.4,0,0,0,0,0,0
RP23-187G5.1,0,0,0,0,0,0
RP23-187G5.2,82,96,97,57,76,64
RP23-188F7.1,1,0,0,0,6,0
RP23-18I3.1,0,0,0,0,0,0
RP23-18K14.1,0,0,0,0,0,0
RP23-18K14.2,0,0,0,0,0,0
RP23-18K14.3,0,0,0,0,2,0
RP23-18K14.4,0,0,1,0,0,0
RP23-18L24.2,0,0,0,0,0,0
RP23-18L24.3,0,0,0,0,0,0
RP23-18L24.4,0,0,0,0,0,0
RP23-18M12.2,0,0,0,0,0,0
RP23-190H11.8,0,1,0,0,0,0
RP23-190N21.2,0,0,0,0,0,0
RP23-191M12.1,0,0,0,0,0,0
RP23-191M12.2,0,0,0,0,0,0
RP23-192H2.5,0,0,0,0,0,0
RP23-193A14.2,0,0,1,0,0,0
RP23-193A14.3,0,0,0,0,0,0
RP23-193A14.4,0,0,0,0,0,0
RP23-193A14.5,6,11,1,1,3,2
RP23-193J20.6,0,0,0,0,0,0
RP23-193K15.1,0,0,0,0,0,0
RP23-193M19.5,0,0,0,0,0,0
RP23-193M19.6,0,0,0,0,0,0
RP23-193N1.1,0,0,0,0,0,0
RP23-193N1.2,165,183,188,192,171,167
RP23-196E17.1,0,0,0,0,0,0
RP23-196E17.2,0,0,0,0,0,0
RP23-197F5.3,0,0,0,4,0,0
RP23-197G20.1,0,0,0,0,0,0
RP23-197K11.6,0,0,0,0,0,0
RP23-197K16.1,0,0,1,0,0,0
RP23-198D4.2,0,0,0,0,0,0
RP23-198D4.3,0,0,0,0,0,0
RP23-199G2.2,0,0,0,0,0,0
RP23-199N18.2,0,0,0,0,1,0
RP23-202A18.2,0,0,0,0,0,0
RP23-202A18.4,5,4,8,2,4,4
RP23-202B12.3,0,0,0,0,0,0
RP23-202B12.4,0,0,0,0,0,0
RP23-202I7.1,0,0,0,0,0,0
RP23-203D1.2,0,0,0,0,0,0
RP23-203D1.3,0,0,0,0,0,0
RP23-203D1.4,0,0,0,0,0,0
RP23-203D1.5,0,0,0,0,0,0
RP23-203H20.5,7,6,8,15,11,8
RP23-203H20.6,0,0,0,0,0,0
RP23-203H20.7,0,1,0,0,0,1
RP23-203P12.5,444,476,490,396,503,380
RP23-205H11.3,148,158,104,109,120,72
RP23-207L3.1,0,0,0,0,0,0
RP23-208K9.1,0,0,0,0,0,0
RP23-20I24.2,0,0,0,0,0,0
RP23-20M6.6,0,0,0,0,0,0
RP23-20M6.7,0,0,0,1,0,0
RP23-20P15.1,0,0,0,0,0,0
RP23-210F14.1,0,0,0,7,0,1
RP23-210F14.3,0,0,1,0,0,0
RP23-210N16.4,27,27,26,15,26,22
RP23-212C9.1,0,0,0,0,0,0
RP23-212C9.2,0,0,0,0,0,0
RP23-212C9.3,0,0,0,0,0,0
RP23-212M11.1,0,0,0,0,0,0
RP23-212M11.2,0,0,0,0,0,0
RP23-212M22.2,13,12,12,7,9,6
RP23-212M22.4,25,38,32,42,34,46
RP23-213N17.1,0,0,0,0,0,0
RP23-213P10.1,0,0,0,0,0,0
RP23-213P10.2,0,0,0,0,0,0
RP23-216O10.11,0,0,0,0,0,0
RP23-217H9.3,0,0,0,0,0,0
RP23-217J11.6,0,0,0,0,0,0
RP23-218D7.1,0,0,0,0,0,0
RP23-218I3.4,0,0,0,0,0,0
RP23-218O15.1,0,0,0,0,0,0
RP23-21G7.6,0,0,0,0,0,0
RP23-21O10.1,0,0,0,0,0,0
RP23-21O10.2,0,0,0,0,1,0
RP23-220J1.2,0,0,0,0,0,0
RP23-220P13.2,0,0,0,0,0,0
RP23-220P13.3,0,0,0,0,0,0
RP23-220P13.4,0,0,0,0,0,0
RP23-220P13.5,0,0,0,0,0,0
RP23-222H15.13,0,0,0,0,0,0
RP23-222H15.14,0,0,0,0,0,0
RP23-222O23.2,0,0,0,0,0,0
RP23-223C15.4,0,0,0,0,0,0
RP23-224F12.1,1,2,1,2,2,2
RP23-224F12.2,0,0,0,0,0,0
RP23-224F12.3,0,0,0,0,0,0
RP23-225C11.1,0,0,0,0,0,0
RP23-225D5.3,0,0,0,0,0,0
RP23-225D5.4,0,0,0,0,0,0
RP23-225H6.1,0,0,0,2,1,0
RP23-225H6.2,0,0,0,0,0,0
RP23-226H21.3,16,17,6,24,22,27
RP23-227N23.17,0,0,0,0,0,0
RP23-228B2.3,202,186,163,185,236,191
RP23-228B2.5,112,72,124,96,143,146
RP23-228C13.2,0,0,0,0,0,0
RP23-228C13.3,0,0,0,0,0,0
RP23-228C13.5,0,0,0,0,0,0
RP23-228J12.2,0,0,0,0,0,0
RP23-229B1.1,0,0,0,0,0,0
RP23-229B1.2,0,0,0,0,0,0
RP23-22E18.3,0,0,0,0,0,0
RP23-230J20.2,1,3,3,0,3,2
RP23-230J20.5,0,0,0,0,0,0
RP23-230J20.7,3,2,2,0,0,0
RP23-231J3.2,0,0,0,0,0,0
RP23-231J3.5,0,0,0,0,0,0
RP23-231M6.4,0,2,0,1,3,0
RP23-232K4.1,0,0,0,0,0,0
RP23-233A12.1,0,0,0,0,0,0
RP23-233B6.3,0,0,0,0,0,0
RP23-233K6.1,0,0,0,0,0,0
RP23-233K6.2,0,0,0,0,0,0
RP23-233K6.3,0,0,0,0,0,0
RP23-233K6.4,0,0,0,0,0,0
RP23-233K6.5,0,0,0,0,0,0
RP23-233K6.6,0,0,0,0,0,0
RP23-233K6.7,0,0,0,0,0,0
RP23-233K6.8,0,0,0,0,0,0
RP23-233K6.9,0,0,0,0,0,0
RP23-234F23.2,0,2,1,3,3,3
RP23-234F23.3,1,0,0,1,0,0
RP23-234F23.4,0,0,0,0,0,0
RP23-235H10.3,0,2,0,0,0,0
RP23-235H10.4,2,5,1,0,0,0
RP23-236A6.2,0,0,0,0,0,0
RP23-236A6.4,0,1,0,1,0,2
RP23-237M15.1,0,0,0,0,0,0
RP23-239F10.5,0,0,0,0,0,0
RP23-239G23.3,2,0,1,0,1,6
RP23-239G23.4,0,0,0,0,1,2
RP23-239L12.1,0,0,0,0,1,0
RP23-23B21.1,0,0,0,0,0,0
RP23-23P9.3,12,3,27,14,22,16
RP23-23P9.4,1,4,2,4,1,3
RP23-23P9.5,10,14,11,13,12,10
RP23-23P9.7,16,9,22,15,25,8
RP23-240G3.2,153,177,141,234,294,280
RP23-240G3.3,4,3,3,8,27,10
RP23-240G3.4,1,0,2,3,3,2
RP23-240M3.1,0,0,0,0,0,0
RP23-241P13.4,0,0,0,0,0,0
RP23-241P13.5,0,0,0,0,0,0
RP23-242K3.1,0,0,0,0,0,0
RP23-242K3.2,1,13,7,8,31,30
RP23-242K3.3,0,0,0,0,0,0
RP23-242K3.4,0,0,0,0,0,0
RP23-242K3.5,0,0,0,0,0,0
RP23-242K3.6,59,87,77,77,81,86
RP23-242K3.7,0,0,0,0,0,0
RP23-243B24.1,4,6,3,4,7,6
RP23-243B24.4,4,7,5,8,11,11
RP23-243G3.1,0,0,0,0,0,0
RP23-243G3.2,0,0,0,0,0,0
RP23-243G3.3,0,0,0,0,0,0
RP23-243G3.4,0,0,0,0,0,0
RP23-244G12.2,0,0,0,0,0,0
RP23-244J13.1,0,0,0,0,0,0
RP23-244J13.2,0,0,0,0,2,0
RP23-244J20.1,0,0,0,0,0,0
RP23-245C15.3,0,0,0,0,0,0
RP23-245C15.4,0,0,0,0,0,0
RP23-246C16.1,0,0,0,0,0,0
RP23-246D7.1,0,0,0,0,0,0
RP23-246D7.2,0,0,0,0,0,0
